image_path,player_name,height_cm,kp0,kp1,kp2,kp3,kp4,kp5,kp6,kp7,kp8,kp9,kp10,kp11,kp12,kp13,kp14,kp15,kp16,kp17,kp18,kp19,kp20,kp21,kp22,kp23,kp24,kp25,kp26,kp27,kp28,kp29,kp30,kp31,kp32,kp33,kp34,kp35,kp36,kp37,kp38,kp39,kp40,kp41,kp42,kp43,kp44,kp45,kp46,kp47,kp48,kp49,kp50,label
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Esteban Alvarado/Esteban Alvarado6.jpg,esteban alvarado,190,117.21272,60.487938,1.0,130.32857,48.01683,1.0,104.41678,48.656376,1.0,146.00362,58.889076,1.0,90.66113,62.72634,1.0,200.70628,126.68072,1.0,52.593193,130.19821,1.0,207.10425,203.74574,1.0,51.3136,209.18187,1.0,112.094345,192.55374,1.0,156.56026,222.93207,1.0,178.31337,246.59518,1.0,94.819824,246.59518,1.0,180.23277,246.59518,1.0,45.235527,125.721405,1.0,207.42413,208.54234,1.0,171.5955,217.8157,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Esteban Alvarado/Esteban Alvarado8.jpg,esteban alvarado,190,131.22655,84.35705,1.0,143.05612,69.96015,1.0,119.39695,71.87974,1.0,159.04205,98.753944,1.0,105.009605,100.03367,1.0,183.66039,196.97273,1.0,79.75185,187.69475,1.0,198.04773,255.20016,1.0,65.68423,255.20016,1.0,210.19702,255.20016,1.0,65.36451,255.20016,1.0,210.19702,255.20016,1.0,210.19702,255.20016,1.0,196.12941,255.20016,1.0,68.241974,255.20016,1.0,197.08855,255.20016,1.0,65.68423,255.20016,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Francisco Calvo/Francisco Calvo14.jpg,francisco calvo,175,121.996735,104.91103,1.0,147.56496,86.6961,1.0,97.70691,84.459175,1.0,182.08206,100.11764,1.0,63.18981,98.83939,1.0,244.08499,202.37689,1.0,11.414154,190.23361,1.0,252.39468,246.47621,1.0,11.414154,246.47621,1.0,252.39468,246.47621,1.0,11.414154,246.47621,1.0,252.39468,246.47621,1.0,11.414154,246.47621,1.0,252.39468,206.21161,1.0,11.414154,246.47621,1.0,92.91287,79.98534,1.0,11.414154,246.47621,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Francisco Calvo/Francisco Calvo25.jpg,francisco calvo,175,83.641525,82.52794,1.0,89.716446,71.32912,1.0,77.246864,72.928955,1.0,98.0295,78.68834,1.0,68.29434,80.60814,1.0,113.37668,128.2831,1.0,58.062893,138.20204,1.0,123.2884,196.11589,1.0,57.743164,183.63722,1.0,133.20012,223.633,1.0,55.824764,229.71236,1.0,109.85962,245.07072,1.0,75.32847,244.11084,1.0,40.47759,254.02979,1.0,40.47759,254.02979,1.0,62.21942,254.02979,1.0,60.301025,254.02979,1.0,lower_cut
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Francisco Calvo/Francisco Calvo45.jpg,francisco calvo,175,127.69742,68.070656,1.0,139.84605,52.41015,1.0,115.22907,54.966965,1.0,157.74931,59.4414,1.0,100.52282,63.59623,1.0,193.87555,135.18712,1.0,74.62703,137.10474,1.0,210.5,237.45984,1.0,74.94674,237.77945,1.0,212.4182,253.12035,1.0,73.66793,241.29507,1.0,156.47052,253.12035,1.0,94.12881,253.12035,1.0,215.93492,253.12035,1.0,97.96521,253.12035,1.0,212.4182,253.12035,1.0,73.98763,241.29507,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Francisco Calvo/Francisco Calvo9.jpg,francisco calvo,175,125.824554,162.40884,1.0,155.54192,123.392334,1.0,93.87043,122.43291,1.0,200.59726,148.65712,1.0,49.13463,147.3779,1.0,185.25925,254.51343,1.0,64.79216,254.51343,1.0,231.27324,254.51343,1.0,68.626656,254.51343,1.0,169.92128,254.51343,1.0,72.46114,254.51343,1.0,177.27074,245.23898,1.0,75.976105,254.51343,1.0,157.7787,244.59937,1.0,75.65656,254.51343,1.0,182.70293,241.40132,1.0,64.79216,254.51343,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Gerson Torres/Gerson Torres10.jpg,gerson torres,186,121.41185,52.04444,1.0,126.52892,49.168056,1.0,116.93442,50.12685,1.0,138.04233,53.96203,1.0,110.21826,55.87962,1.0,160.4295,81.44749,1.0,94.86705,85.28268,1.0,179.2987,109.57214,1.0,75.997856,113.08773,1.0,210.32094,100.942986,1.0,47.53416,99.345,1.0,148.9161,148.56314,1.0,110.21826,149.52194,1.0,156.2719,192.98732,1.0,102.542656,192.98732,1.0,159.78989,233.25671,1.0,97.74541,233.25671,1.0,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Gerson Torres/Gerson Torres15.jpg,gerson torres,186,114.04612,70.87226,1.0,123.944695,61.60087,1.0,107.979256,61.60087,1.0,137.67497,73.749596,1.0,101.59309,70.23286,1.0,161.62314,138.9691,1.0,85.946945,143.44495,1.0,169.92516,208.98416,1.0,73.81321,215.69792,1.0,175.0341,254.70175,1.0,65.83049,254.70175,1.0,150.12802,254.70175,1.0,99.67722,254.70175,1.0,144.06114,254.70175,1.0,61.04086,254.70175,1.0,174.7148,254.70175,1.0,61.04086,254.70175,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Gerson Torres/Gerson Torres19.jpg,gerson torres,186,136.27235,28.805765,1.0,139.46822,24.646152,1.0,134.99402,24.646152,1.0,147.45789,28.165825,1.0,133.39609,27.845856,1.0,157.04547,51.523674,1.0,130.83939,53.123528,1.0,162.47845,83.8407,1.0,126.68478,88.32029,1.0,163.11761,112.95802,1.0,127.64353,119.67741,1.0,155.44754,113.91794,1.0,138.50948,115.19782,1.0,153.84961,162.55347,1.0,144.26202,162.87343,1.0,141.06616,202.22981,1.0,145.54037,211.50896,1.0,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Gerson Torres/Gerson Torres3.jpg,gerson torres,186,126.90804,35.46712,1.0,133.30199,28.753122,1.0,120.51411,28.433407,1.0,144.17169,33.86855,1.0,111.56259,32.909405,1.0,150.88533,70.31597,1.0,93.33986,79.267975,1.0,168.46867,83.424255,1.0,81.83077,132.34055,1.0,167.82925,74.15255,1.0,80.23229,180.29768,1.0,144.49138,176.1414,1.0,106.127754,176.1414,1.0,142.5732,220.9014,1.0,107.40653,220.9014,1.0,146.72925,220.9014,1.0,101.65199,220.9014,1.0,full_body_bent
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Gerson Torres/Gerson Torres39.jpg,gerson torres,186,124.01892,76.25448,1.0,138.0973,67.62024,1.0,109.94054,69.21918,1.0,160.49474,81.69084,1.0,89.78285,82.01062,1.0,189.93137,140.21175,1.0,63.865818,141.1711,1.0,197.61049,186.26097,1.0,39.228638,186.26097,1.0,184.17203,186.26097,1.0,58.426437,180.8246,1.0,197.61049,186.26097,1.0,39.228638,186.26097,1.0,197.61049,186.26097,1.0,39.228638,186.26097,1.0,197.61049,186.26097,1.0,39.228638,186.26097,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Jewison Bennette/Jewison Bennette13.jpg,jewison bennette,179,118.13394,53.85341,1.0,120.687614,50.013897,1.0,114.62264,50.653812,1.0,123.56051,49.693935,1.0,108.238464,50.973774,1.0,127.391014,70.49128,1.0,102.17349,72.73099,1.0,141.4362,91.608574,1.0,88.12829,99.92752,1.0,152.60854,92.56846,1.0,96.74693,123.28453,1.0,129.62547,126.80408,1.0,111.43056,130.64359,1.0,146.22435,168.39874,1.0,121.326035,183.75679,1.0,155.80063,213.513,1.0,111.43056,168.39874,1.0,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Jewison Bennette/Jewison Bennette43.jpg,jewison bennette,179,123.03147,74.433685,1.0,138.06947,59.079227,1.0,107.03361,60.998535,1.0,158.54674,66.11669,1.0,94.87523,71.87461,1.0,198.5414,136.17142,1.0,63.51941,143.84863,1.0,198.86136,211.02441,1.0,49.761246,222.54022,1.0,209.41995,222.54022,1.0,69.598595,185.75351,1.0,209.41995,222.54022,1.0,86.236374,222.54022,1.0,209.41995,222.54022,1.0,49.761246,222.54022,1.0,209.41995,222.54022,1.0,49.761246,222.54022,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Joel Campbell/Joel Campbell35.jpg,joel campbell,183,112.36106,56.635113,1.0,122.902145,48.95707,1.0,101.81998,47.67739,1.0,134.08209,58.554623,1.0,89.681755,55.675354,1.0,160.2751,122.21841,1.0,63.808186,119.97897,1.0,160.2751,218.19394,1.0,59.016785,218.51385,1.0,93.19545,183.96269,1.0,117.15246,174.36511,1.0,136.6375,247.62648,1.0,82.65437,247.62648,1.0,178.80183,247.62648,1.0,82.33494,247.62648,1.0,101.81998,184.60254,1.0,111.40278,177.88422,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Joel Campbell/Joel Campbell36.jpg,joel campbell,183,94.77958,84.34272,1.0,97.652145,76.34378,1.0,82.970146,79.2234,1.0,104.03562,83.38285,1.0,65.73475,94.90133,1.0,116.16424,146.4145,1.0,46.584305,162.73235,1.0,118.079285,232.16313,1.0,38.285786,244.32153,1.0,126.05863,255.52005,1.0,37.00909,255.52005,1.0,113.291664,255.52005,1.0,61.26631,255.52005,1.0,111.05745,255.52005,1.0,37.328262,255.52005,1.0,123.82441,255.52005,1.0,36.689915,255.52005,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Joel Campbell/Joel Campbell49.jpg,joel campbell,183,119.7463,59.2754,1.0,124.862495,51.599834,1.0,114.94985,51.919647,1.0,133.4961,54.79799,1.0,108.554596,55.437614,1.0,151.72258,84.5408,1.0,99.921005,95.73434,1.0,184.33838,109.16657,1.0,74.65974,125.477135,1.0,218.55301,118.761024,1.0,37.247494,141.7877,1.0,156.19925,208.9489,1.0,126.781075,208.9489,1.0,161.63522,253.72304,1.0,132.85657,253.72304,1.0,161.95499,253.72304,1.0,128.06012,253.72304,1.0,lower_cut
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Johan Venegas/Johan Venegas10.jpg,johan venegas,189,129.92183,151.61803,1.0,154.54063,125.72234,1.0,102.10577,126.68144,1.0,189.07089,143.94524,1.0,66.93604,144.26492,1.0,226.4787,255.20076,1.0,50.310356,255.20076,1.0,237.02965,255.20076,1.0,15.14063,255.20076,1.0,89.636505,243.37186,1.0,86.75898,246.56886,1.0,181.39754,235.37936,1.0,78.44614,255.20076,1.0,237.02965,255.20076,1.0,15.14063,255.20076,1.0,189.07089,233.78085,1.0,83.24201,238.25665,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Johan Venegas/Johan Venegas15.jpg,johan venegas,189,124.252594,114.90076,1.0,147.28365,97.00369,1.0,100.261925,96.6841,1.0,178.3116,113.30281,1.0,71.47311,110.1069,1.0,233.96996,218.4481,1.0,41.404785,217.80891,1.0,245.16562,255.201,1.0,30.848886,255.201,1.0,245.16562,255.201,1.0,13.575598,255.201,1.0,166.47621,192.88086,1.0,13.575598,255.201,1.0,245.16562,255.201,1.0,13.575598,255.201,1.0,42.684288,255.201,1.0,42.684288,255.201,1.0,lower_cut
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Johan Venegas/Johan Venegas22.jpg,johan venegas,189,167.7066,61.427464,1.0,174.10262,53.11377,1.0,167.06699,52.47425,1.0,186.5749,58.229893,1.0,186.89468,58.54965,1.0,197.44814,103.635475,1.0,157.79272,93.40323,1.0,206.7224,157.99428,1.0,125.172966,102.995964,1.0,210.2402,232.4978,1.0,96.07101,101.716934,1.0,190.09271,176.54024,1.0,167.06699,177.17972,1.0,187.8541,216.19019,1.0,167.7066,217.78899,1.0,190.09271,255.20062,1.0,169.3056,255.20062,1.0,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Johan Venegas/Johan Venegas50.jpg,johan venegas,189,136.44928,52.79841,1.0,136.44928,46.086205,1.0,127.182655,48.00398,1.0,139.0056,51.83952,1.0,109.92754,63.66578,1.0,141.88145,99.14456,1.0,96.50691,99.78381,1.0,172.5572,113.52785,1.0,64.23346,129.8289,1.0,199.71802,51.51989,1.0,63.27484,66.22281,1.0,130.69759,215.809,1.0,100.021835,212.61273,1.0,127.182655,245.53447,1.0,93.63105,245.53447,1.0,127.182655,245.53447,1.0,91.074745,245.53447,1.0,lower_cut
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Johan Venegas/Johan Venegas8.jpg,johan venegas,189,136.82275,43.869377,1.0,140.01465,39.712856,1.0,133.31168,39.712856,1.0,147.03682,38.114197,1.0,131.07736,39.712856,1.0,156.61247,54.420547,1.0,128.84303,60.175728,1.0,178.31734,56.33894,1.0,123.416824,91.50949,1.0,197.78787,51.862686,1.0,123.09763,115.169685,1.0,150.54788,126.04058,1.0,130.75816,126.99978,1.0,165.23058,166.00713,1.0,117.671425,174.32016,1.0,168.74167,220.04189,1.0,111.92601,200.53822,1.0,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Johan Venegas/Johan Venegas9.jpg,johan venegas,189,128.54259,73.47829,1.0,140.69554,61.330883,1.0,115.11039,61.65055,1.0,155.40701,70.2816,1.0,100.0791,70.601265,1.0,186.1092,137.73164,1.0,73.53449,140.92833,1.0,196.66309,228.19783,1.0,70.33635,226.27982,1.0,108.07447,207.0997,1.0,152.8485,199.74734,1.0,167.24016,249.93529,1.0,105.515945,249.93529,1.0,153.16832,249.93529,1.0,95.92151,249.93529,1.0,97.20077,229.15683,1.0,153.16832,199.74734,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Juan Pablo Vargas/Juan Pablo Vargas11.jpg,juan pablo vargas,185,171.49504,27.97899,1.0,176.61269,23.822971,1.0,167.33691,23.503275,1.0,185.24876,27.019909,1.0,160.61998,25.101748,1.0,197.08337,54.193882,1.0,144.3074,57.071125,1.0,210.1974,88.08142,1.0,132.15294,93.19653,1.0,223.63129,118.772026,1.0,125.75586,128.68254,1.0,186.84804,130.6007,1.0,152.30377,129.00223,1.0,179.17152,178.87445,1.0,136.95076,173.43968,1.0,160.61998,235.46027,1.0,105.92489,230.98456,1.0,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Juan Pablo Vargas/Juan Pablo Vargas12.jpg,juan pablo vargas,185,163.16124,84.963776,1.0,171.7858,71.5419,1.0,153.57841,72.18103,1.0,183.28522,83.68551,1.0,142.39844,88.479034,1.0,207.88115,151.75362,1.0,121.955055,151.43405,1.0,221.29712,223.33699,1.0,114.92764,226.85223,1.0,163.80011,238.03714,1.0,144.95386,238.03714,1.0,198.61774,249.54161,1.0,137.2876,249.54161,1.0,219.38054,249.54161,1.0,121.635635,249.54161,1.0,164.43896,237.07843,1.0,158.0504,237.71758,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Juan Pablo Vargas/Juan Pablo Vargas13.jpg,juan pablo vargas,185,123.45048,73.080376,1.0,132.40172,53.570957,1.0,111.941734,54.21061,1.0,143.59077,59.327835,1.0,96.91644,60.28731,1.0,173.00201,162.95164,1.0,69.42334,160.39304,1.0,183.232,245.14708,1.0,55.676785,227.55661,1.0,156.37827,236.83159,1.0,69.74303,244.82726,1.0,149.66483,254.74188,1.0,89.24394,254.74188,1.0,198.2573,254.74188,1.0,73.57927,254.74188,1.0,183.87137,254.74188,1.0,61.11147,254.74188,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Juan Pablo Vargas/Juan Pablo Vargas16.jpg,juan pablo vargas,185,133.97847,54.455307,1.0,136.21808,46.785164,1.0,127.25967,47.104755,1.0,137.81781,50.62024,1.0,112.8622,51.259415,1.0,145.8164,91.84724,1.0,95.26529,97.59984,1.0,151.5754,150.65163,1.0,81.187775,157.363,1.0,161.81358,215.84781,1.0,79.26811,212.01273,1.0,141.33719,209.13644,1.0,105.82343,207.85808,1.0,139.73747,252.60056,1.0,103.263885,252.60056,1.0,139.73747,252.60056,1.0,100.70433,243.65207,1.0,lower_cut
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Juan Pablo Vargas/Juan Pablo Vargas17.jpg,juan pablo vargas,185,171.7085,60.42452,1.0,179.05528,48.91067,1.0,166.59767,48.271015,1.0,186.72151,56.26674,1.0,158.93143,52.428787,1.0,195.98488,111.597176,1.0,143.9184,123.43085,1.0,208.44252,204.02779,1.0,132.73848,215.54164,1.0,216.42818,255.20044,1.0,132.41904,255.20044,1.0,190.87405,255.20044,1.0,156.69545,255.20044,1.0,217.70589,255.20044,1.0,156.69545,255.20044,1.0,216.42818,255.20044,1.0,156.69545,255.20044,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Juan Pablo Vargas/Juan Pablo Vargas25.jpg,juan pablo vargas,185,86.177635,51.463646,1.0,91.60641,42.829647,1.0,84.90027,43.469208,1.0,105.33798,46.347206,1.0,83.62292,49.864754,1.0,126.41439,90.796295,1.0,77.55547,97.831406,1.0,142.06201,146.11783,1.0,72.76538,159.22871,1.0,151.64218,209.4338,1.0,76.278114,214.23047,1.0,129.92712,232.4578,1.0,93.841774,230.8589,1.0,139.50731,252.60379,1.0,95.11914,252.60379,1.0,122.58232,240.772,1.0,91.60641,240.13246,1.0,lower_cut
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Juan Pablo Vargas/Juan Pablo Vargas39.jpg,juan pablo vargas,185,205.802,76.13504,1.0,211.87663,70.3822,1.0,201.00624,70.06261,1.0,221.14844,76.13504,1.0,196.84993,76.77425,1.0,228.1822,130.14777,1.0,193.97247,133.02417,1.0,217.31183,186.7173,1.0,186.9387,170.098,1.0,193.33304,200.77979,1.0,181.1838,175.85083,1.0,219.86957,200.77979,1.0,193.01334,200.77979,1.0,217.63153,183.8409,1.0,176.38805,200.77979,1.0,214.11467,200.77979,1.0,173.19087,200.77979,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Juan Pablo Vargas/Juan Pablo Vargas4.jpg,juan pablo vargas,185,145.0663,76.8866,1.0,154.98268,64.088066,1.0,138.02887,63.128178,1.0,167.13824,72.40711,1.0,127.79262,66.967735,1.0,182.81252,141.19919,1.0,101.882065,158.15723,1.0,195.28796,225.34949,1.0,91.32591,245.82715,1.0,200.40611,254.46613,1.0,90.04639,254.46613,1.0,178.33415,254.46613,1.0,123.31425,254.46613,1.0,202.32541,254.46613,1.0,151.46396,205.5118,1.0,198.80667,254.46613,1.0,90.366264,254.46613,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Juan Pablo Vargas/Juan Pablo Vargas48.jpg,juan pablo vargas,185,96.97644,68.29619,1.0,103.05267,59.342644,1.0,95.697235,59.982185,1.0,119.04275,64.13919,1.0,94.73783,66.37758,1.0,137.91106,117.220924,1.0,86.10318,115.62208,1.0,161.25656,177.65733,1.0,72.03191,183.4132,1.0,173.08923,237.45424,1.0,74.590324,242.57056,1.0,131.83482,242.57056,1.0,96.01703,243.52986,1.0,163.17537,255.04155,1.0,98.89525,255.04155,1.0,160.93677,255.04155,1.0,97.29624,255.04155,1.0,lower_cut
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Juan Pablo Vargas/Juan Pablo Vargas6.jpg,juan pablo vargas,185,135.47746,69.67226,1.0,144.43637,56.877216,1.0,121.39917,57.197094,1.0,155.95497,74.47039,1.0,101.56157,76.709526,1.0,191.79063,176.8307,1.0,66.36584,176.8307,1.0,202.98927,255.2003,1.0,45.248394,255.2003,1.0,205.54897,255.2003,1.0,27.650526,255.2003,1.0,226.34644,255.2003,1.0,27.650526,255.2003,1.0,138.67706,255.2003,1.0,58.686768,183.54813,1.0,204.90904,255.2003,1.0,27.650526,255.2003,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Kendall Waston/Kendall Waston10.jpg,kendall waston,183,125.35235,77.02267,1.0,142.29996,63.585106,1.0,108.72451,63.265163,1.0,163.72429,72.54348,1.0,90.49784,72.86342,1.0,207.53226,153.8087,1.0,55.963093,154.12865,1.0,228.31706,235.07394,1.0,24.626015,239.87308,1.0,130.14885,224.1959,1.0,78.02696,212.03812,1.0,174.27657,249.79126,1.0,81.54439,249.79126,1.0,249.7414,249.79126,1.0,28.782972,249.79126,1.0,77.067665,249.79126,1.0,8.957472,249.79126,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Keylor Navas/Keylor Navas27.jpg,keylor navas,185,123.86942,45.59986,1.0,131.85118,36.650967,1.0,117.164734,36.650967,1.0,141.4293,52.95074,1.0,108.863686,51.033123,1.0,158.35068,119.42827,1.0,95.13505,116.551834,1.0,173.67567,216.90733,1.0,91.303795,186.545,1.0,149.09181,223.93858,1.0,87.15327,216.58772,1.0,140.4715,251.42448,1.0,98.32775,251.42448,1.0,141.4293,251.42448,1.0,74.38244,251.42448,1.0,129.93556,221.38179,1.0,117.803276,221.70135,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Keylor Navas/Keylor Navas35.jpg,keylor navas,185,186.20894,106.644295,1.0,194.52449,88.737305,1.0,176.29428,88.737305,1.0,202.84004,87.778,1.0,160.30287,86.498924,1.0,213.39436,149.17343,1.0,131.19849,139.90015,1.0,215.31331,220.48166,1.0,83.22426,145.65599,1.0,220.11073,253.73752,1.0,52.20092,122.95246,1.0,198.68227,253.73752,1.0,142.39249,253.73752,1.0,199.00206,211.52815,1.0,112.32863,203.53397,1.0,52.520752,122.95246,1.0,32.691402,80.10357,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Keylor Navas/Keylor Navas44.jpg,keylor navas,185,132.30748,45.059837,1.0,133.90254,37.063625,1.0,126.565254,38.982716,1.0,135.81662,39.94226,1.0,114.44275,44.100292,1.0,135.81662,84.08137,1.0,98.173096,88.55925,1.0,136.77367,142.93352,1.0,86.68863,141.97397,1.0,147.30109,192.51004,1.0,82.541466,188.67184,1.0,129.43637,170.44049,1.0,104.55336,170.76033,1.0,130.71242,218.09793,1.0,107.743484,220.01703,1.0,132.94551,255.20036,1.0,107.10545,255.20036,1.0,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Keylor Navas/Keylor Navas5.jpg,keylor navas,185,131.01942,55.52,1.0,147.96638,38.559998,1.0,115.67123,39.84,1.0,169.70967,46.239998,1.0,94.56746,50.399998,1.0,213.51598,146.72,1.0,46.604343,146.4,1.0,231.4222,255.2,1.0,31.895657,246.23999,1.0,234.93948,255.2,1.0,32.535164,255.2,1.0,176.42451,255.2,1.0,82.416794,255.2,1.0,246.7704,255.2,1.0,33.814182,255.2,1.0,229.82343,255.2,1.0,32.215412,255.2,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Keysher Fuller/Keysher Fuller21.jpg,keysher fuller,175,120.0171,68.32876,1.0,131.53247,56.178387,1.0,106.90235,56.81788,1.0,146.88632,62.253574,1.0,91.22863,62.893066,1.0,178.55363,118.848724,1.0,63.07992,118.848724,1.0,185.59079,174.48465,1.0,49.005566,174.48465,1.0,166.71837,166.17123,1.0,95.38697,154.3406,1.0,185.59079,174.48465,1.0,79.39338,174.48465,1.0,114.89915,147.62593,1.0,49.005566,174.48465,1.0,185.59079,174.48465,1.0,117.45812,154.3406,1.0,malformed
