image_path,player_name,height_cm,kp0,kp1,kp2,kp3,kp4,kp5,kp6,kp7,kp8,kp9,kp10,kp11,kp12,kp13,kp14,kp15,kp16,kp17,kp18,kp19,kp20,kp21,kp22,kp23,kp24,kp25,kp26,kp27,kp28,kp29,kp30,kp31,kp32,kp33,kp34,kp35,kp36,kp37,kp38,kp39,kp40,kp41,kp42,kp43,kp44,kp45,kp46,kp47,kp48,kp49,kp50,label,new_label
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Gerson Torres/Gerson Torres10.jpg,gerson torres,186,121.41185,52.04444,1.0,126.52892,49.168056,1.0,116.93442,50.12685,1.0,138.04233,53.96203,1.0,110.21826,55.87962,1.0,160.4295,81.44749,1.0,94.86705,85.28268,1.0,179.2987,109.57214,1.0,75.997856,113.08773,1.0,210.32094,100.942986,1.0,47.53416,99.345,1.0,148.9161,148.56314,1.0,110.21826,149.52194,1.0,156.2719,192.98732,1.0,102.542656,192.98732,1.0,159.78989,233.25671,1.0,97.74541,233.25671,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Gerson Torres/Gerson Torres19.jpg,gerson torres,186,136.27235,28.805765,1.0,139.46822,24.646152,1.0,134.99402,24.646152,1.0,147.45789,28.165825,1.0,133.39609,27.845856,1.0,157.04547,51.523674,1.0,130.83939,53.123528,1.0,162.47845,83.8407,1.0,126.68478,88.32029,1.0,163.11761,112.95802,1.0,127.64353,119.67741,1.0,155.44754,113.91794,1.0,138.50948,115.19782,1.0,153.84961,162.55347,1.0,144.26202,162.87343,1.0,141.06616,202.22981,1.0,145.54037,211.50896,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Gerson Torres/Gerson Torres3.jpg,gerson torres,186,126.90804,35.46712,1.0,133.30199,28.753122,1.0,120.51411,28.433407,1.0,144.17169,33.86855,1.0,111.56259,32.909405,1.0,150.88533,70.31597,1.0,93.33986,79.267975,1.0,168.46867,83.424255,1.0,81.83077,132.34055,1.0,167.82925,74.15255,1.0,80.23229,180.29768,1.0,144.49138,176.1414,1.0,106.127754,176.1414,1.0,142.5732,220.9014,1.0,107.40653,220.9014,1.0,146.72925,220.9014,1.0,101.65199,220.9014,1.0,full_body_bent,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Jewison Bennette/Jewison Bennette13.jpg,jewison bennette,179,118.13394,53.85341,1.0,120.687614,50.013897,1.0,114.62264,50.653812,1.0,123.56051,49.693935,1.0,108.238464,50.973774,1.0,127.391014,70.49128,1.0,102.17349,72.73099,1.0,141.4362,91.608574,1.0,88.12829,99.92752,1.0,152.60854,92.56846,1.0,96.74693,123.28453,1.0,129.62547,126.80408,1.0,111.43056,130.64359,1.0,146.22435,168.39874,1.0,121.326035,183.75679,1.0,155.80063,213.513,1.0,111.43056,168.39874,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Joel Campbell/Joel Campbell49.jpg,joel campbell,183,119.7463,59.2754,1.0,124.862495,51.599834,1.0,114.94985,51.919647,1.0,133.4961,54.79799,1.0,108.554596,55.437614,1.0,151.72258,84.5408,1.0,99.921005,95.73434,1.0,184.33838,109.16657,1.0,74.65974,125.477135,1.0,218.55301,118.761024,1.0,37.247494,141.7877,1.0,156.19925,208.9489,1.0,126.781075,208.9489,1.0,161.63522,253.72304,1.0,132.85657,253.72304,1.0,161.95499,253.72304,1.0,128.06012,253.72304,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Johan Venegas/Johan Venegas15.jpg,johan venegas,189,124.252594,114.90076,1.0,147.28365,97.00369,1.0,100.261925,96.6841,1.0,178.3116,113.30281,1.0,71.47311,110.1069,1.0,233.96996,218.4481,1.0,41.404785,217.80891,1.0,245.16562,255.201,1.0,30.848886,255.201,1.0,245.16562,255.201,1.0,13.575598,255.201,1.0,166.47621,192.88086,1.0,13.575598,255.201,1.0,245.16562,255.201,1.0,13.575598,255.201,1.0,42.684288,255.201,1.0,42.684288,255.201,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Johan Venegas/Johan Venegas22.jpg,johan venegas,189,167.7066,61.427464,1.0,174.10262,53.11377,1.0,167.06699,52.47425,1.0,186.5749,58.229893,1.0,186.89468,58.54965,1.0,197.44814,103.635475,1.0,157.79272,93.40323,1.0,206.7224,157.99428,1.0,125.172966,102.995964,1.0,210.2402,232.4978,1.0,96.07101,101.716934,1.0,190.09271,176.54024,1.0,167.06699,177.17972,1.0,187.8541,216.19019,1.0,167.7066,217.78899,1.0,190.09271,255.20062,1.0,169.3056,255.20062,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Johan Venegas/Johan Venegas50.jpg,johan venegas,189,136.44928,52.79841,1.0,136.44928,46.086205,1.0,127.182655,48.00398,1.0,139.0056,51.83952,1.0,109.92754,63.66578,1.0,141.88145,99.14456,1.0,96.50691,99.78381,1.0,172.5572,113.52785,1.0,64.23346,129.8289,1.0,199.71802,51.51989,1.0,63.27484,66.22281,1.0,130.69759,215.809,1.0,100.021835,212.61273,1.0,127.182655,245.53447,1.0,93.63105,245.53447,1.0,127.182655,245.53447,1.0,91.074745,245.53447,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Johan Venegas/Johan Venegas8.jpg,johan venegas,189,136.82275,43.869377,1.0,140.01465,39.712856,1.0,133.31168,39.712856,1.0,147.03682,38.114197,1.0,131.07736,39.712856,1.0,156.61247,54.420547,1.0,128.84303,60.175728,1.0,178.31734,56.33894,1.0,123.416824,91.50949,1.0,197.78787,51.862686,1.0,123.09763,115.169685,1.0,150.54788,126.04058,1.0,130.75816,126.99978,1.0,165.23058,166.00713,1.0,117.671425,174.32016,1.0,168.74167,220.04189,1.0,111.92601,200.53822,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Juan Pablo Vargas/Juan Pablo Vargas11.jpg,juan pablo vargas,185,171.49504,27.97899,1.0,176.61269,23.822971,1.0,167.33691,23.503275,1.0,185.24876,27.019909,1.0,160.61998,25.101748,1.0,197.08337,54.193882,1.0,144.3074,57.071125,1.0,210.1974,88.08142,1.0,132.15294,93.19653,1.0,223.63129,118.772026,1.0,125.75586,128.68254,1.0,186.84804,130.6007,1.0,152.30377,129.00223,1.0,179.17152,178.87445,1.0,136.95076,173.43968,1.0,160.61998,235.46027,1.0,105.92489,230.98456,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Juan Pablo Vargas/Juan Pablo Vargas16.jpg,juan pablo vargas,185,133.97847,54.455307,1.0,136.21808,46.785164,1.0,127.25967,47.104755,1.0,137.81781,50.62024,1.0,112.8622,51.259415,1.0,145.8164,91.84724,1.0,95.26529,97.59984,1.0,151.5754,150.65163,1.0,81.187775,157.363,1.0,161.81358,215.84781,1.0,79.26811,212.01273,1.0,141.33719,209.13644,1.0,105.82343,207.85808,1.0,139.73747,252.60056,1.0,103.263885,252.60056,1.0,139.73747,252.60056,1.0,100.70433,243.65207,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Juan Pablo Vargas/Juan Pablo Vargas25.jpg,juan pablo vargas,185,86.177635,51.463646,1.0,91.60641,42.829647,1.0,84.90027,43.469208,1.0,105.33798,46.347206,1.0,83.62292,49.864754,1.0,126.41439,90.796295,1.0,77.55547,97.831406,1.0,142.06201,146.11783,1.0,72.76538,159.22871,1.0,151.64218,209.4338,1.0,76.278114,214.23047,1.0,129.92712,232.4578,1.0,93.841774,230.8589,1.0,139.50731,252.60379,1.0,95.11914,252.60379,1.0,122.58232,240.772,1.0,91.60641,240.13246,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Juan Pablo Vargas/Juan Pablo Vargas48.jpg,juan pablo vargas,185,96.97644,68.29619,1.0,103.05267,59.342644,1.0,95.697235,59.982185,1.0,119.04275,64.13919,1.0,94.73783,66.37758,1.0,137.91106,117.220924,1.0,86.10318,115.62208,1.0,161.25656,177.65733,1.0,72.03191,183.4132,1.0,173.08923,237.45424,1.0,74.590324,242.57056,1.0,131.83482,242.57056,1.0,96.01703,243.52986,1.0,163.17537,255.04155,1.0,98.89525,255.04155,1.0,160.93677,255.04155,1.0,97.29624,255.04155,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Keylor Navas/Keylor Navas44.jpg,keylor navas,185,132.30748,45.059837,1.0,133.90254,37.063625,1.0,126.565254,38.982716,1.0,135.81662,39.94226,1.0,114.44275,44.100292,1.0,135.81662,84.08137,1.0,98.173096,88.55925,1.0,136.77367,142.93352,1.0,86.68863,141.97397,1.0,147.30109,192.51004,1.0,82.541466,188.67184,1.0,129.43637,170.44049,1.0,104.55336,170.76033,1.0,130.71242,218.09793,1.0,107.743484,220.01703,1.0,132.94551,255.20036,1.0,107.10545,255.20036,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Keysher Fuller/Keysher Fuller3.jpg,keysher fuller,175,134.41008,54.16611,1.0,143.02357,48.732388,1.0,132.49596,44.896816,1.0,158.65549,55.764267,1.0,128.98676,45.855713,1.0,176.52054,89.964775,1.0,120.05424,89.005875,1.0,190.55734,153.57132,1.0,112.39779,149.73575,1.0,187.36716,219.73492,1.0,119.73522,219.41528,1.0,169.50212,197.36076,1.0,133.77203,197.68039,1.0,170.14015,254.57468,1.0,137.91928,254.57468,1.0,183.85797,233.47905,1.0,124.839516,229.64348,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Patrick Sequeira/Patrick Sequeira38.jpg,patrick sequeira,190,128.7644,34.907467,1.0,132.91182,30.431585,1.0,126.53118,30.431585,1.0,139.93051,31.070997,1.0,123.65989,31.070997,1.0,147.26823,62.721874,1.0,116.96023,64.320404,1.0,157.47726,101.08657,1.0,109.6225,107.800385,1.0,163.85788,143.60744,1.0,95.266075,148.40303,1.0,141.52567,147.44391,1.0,121.107635,144.88626,1.0,138.97342,210.10625,1.0,116.96023,205.63037,1.0,138.97342,251.98772,1.0,115.36507,251.98772,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Patrick Sequeira/Patrick Sequeira42.jpg,patrick sequeira,190,134.162,56.78987,1.0,137.03514,52.952263,1.0,131.60811,52.632465,1.0,141.82372,50.074062,1.0,128.09648,50.074062,1.0,149.48541,72.14029,1.0,121.392494,71.500694,1.0,160.02025,100.92234,1.0,115.965454,98.044136,1.0,150.76236,108.91735,1.0,107.34604,119.790565,1.0,141.82372,131.62318,1.0,124.58487,130.02417,1.0,140.54675,176.39525,1.0,105.43061,161.36462,1.0,140.22752,225.00491,1.0,110.21918,213.1723,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Yeltsin Tejeda/Yeltsin Tejeda5.jpg,yeltsin tejeda,185,116.03326,58.179146,1.0,121.46283,46.65952,1.0,107.40982,49.219433,1.0,128.16995,50.1794,1.0,97.50884,54.01928,1.0,152.76271,110.97744,1.0,83.77522,121.857086,1.0,166.81572,187.77496,1.0,63.97326,179.45522,1.0,175.43916,251.45288,1.0,84.413994,227.77365,1.0,147.65253,239.29327,1.0,107.09044,239.29327,1.0,182.14627,251.45288,1.0,106.45166,251.45288,1.0,152.76271,251.45288,1.0,102.938416,242.17317,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Yeltsin Tejeda/Yeltsin Tejeda8.jpg,yeltsin tejeda,185,197.37834,85.92,1.0,207.60118,68.0,1.0,187.7944,68.32,1.0,222.29652,84.0,1.0,176.61316,87.84,1.0,247.21472,188.0,1.0,171.50174,201.12,1.0,255.84027,255.2,1.0,169.9044,255.2,1.0,208.24011,255.2,1.0,155.20908,255.2,1.0,255.84027,255.2,1.0,241.78384,181.59999,1.0,255.84027,255.2,1.0,168.62656,255.2,1.0,255.84027,255.2,1.0,205.68439,255.2,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Youstin Salas/Youstin Salas1.jpg,youstin salas,186,133.37796,62.589043,1.0,143.9315,55.871033,1.0,127.301674,56.190937,1.0,160.56134,61.629326,1.0,121.54519,61.309418,1.0,164.71878,107.055855,1.0,110.671844,109.935,1.0,135.6166,173.59613,1.0,79.97061,158.24068,1.0,101.07771,162.39944,1.0,111.311455,154.40181,1.0,144.25131,226.38046,1.0,111.311455,218.70273,1.0,141.69287,236.29752,1.0,111.311455,236.29752,1.0,141.37306,236.29752,1.0,115.1491,236.29752,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Youstin Salas/Youstin Salas17.jpg,youstin salas,186,154.44669,80.724304,1.0,157.95883,76.56491,1.0,151.25383,76.56491,1.0,166.26028,74.00529,1.0,148.69952,77.20482,1.0,178.71246,94.80225,1.0,145.18738,98.001785,1.0,193.7189,101.20132,1.0,139.12094,134.1565,1.0,196.2732,133.5166,1.0,147.74168,123.91801,1.0,174.88101,157.19315,1.0,156.04312,158.79291,1.0,157.95883,200.70679,1.0,170.41101,204.22629,1.0,163.3867,246.14017,1.0,182.86317,239.74109,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_Youstin Salas/Youstin Salas34.jpg,youstin salas,186,76.788536,75.96244,1.0,79.666016,72.44395,1.0,73.91106,72.44395,1.0,83.502655,73.7234,1.0,68.79553,74.36312,1.0,93.09425,97.393295,1.0,59.203934,98.03303,1.0,109.719696,113.70633,1.0,42.898212,113.70633,1.0,100.76754,133.53787,1.0,53.768696,135.77692,1.0,86.380135,146.65227,1.0,66.87721,148.57146,1.0,89.57733,184.07628,1.0,64.95889,185.03589,1.0,92.13509,221.18047,1.0,63.040573,221.18047,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_├ülvaro Zamora/├ülvaro Zamora10.jpg,├ülvaro zamora,170,133.99997,70.24221,1.0,141.99911,62.88643,1.0,128.56055,61.287346,1.0,150.95816,74.08001,1.0,119.28154,65.76478,1.0,158.95732,133.24608,1.0,102.00338,129.08847,1.0,170.47609,172.90334,1.0,72.886475,188.25453,1.0,177.19537,204.24539,1.0,61.3677,224.07397,1.0,144.55884,228.2316,1.0,107.44279,228.2316,1.0,136.5597,239.42519,1.0,56.248245,239.42519,1.0,141.35918,239.42519,1.0,56.248245,228.55144,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_├ülvaro Zamora/├ülvaro Zamora20.jpg,├ülvaro zamora,170,98.28548,49.45179,1.0,99.87183,46.57342,1.0,96.38184,47.213062,1.0,103.67909,43.05542,1.0,94.47822,46.57342,1.0,109.707245,56.167976,1.0,94.16094,60.0058,1.0,118.90812,71.519264,1.0,93.843666,77.276,1.0,121.12902,90.38855,1.0,93.526405,91.66783,1.0,109.707245,96.78492,1.0,98.60275,98.38402,1.0,114.466324,124.92896,1.0,101.140915,124.92896,1.0,121.4463,153.71262,1.0,113.197235,153.71262,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_├ülvaro Zamora/├ülvaro Zamora50.jpg,├ülvaro zamora,170,58.37405,63.566372,1.0,68.916275,51.41189,1.0,49.74859,49.492764,1.0,81.375275,63.246517,1.0,35.05336,61.647243,1.0,99.90404,120.50051,1.0,9.176977,119.86081,1.0,120.98851,187.35016,1.0,1.5099002,195.34651,1.0,123.22475,226.6923,1.0,7.260207,243.32474,1.0,87.12559,240.7659,1.0,22.274899,252.60052,1.0,132.16966,252.60052,1.0,39.845284,242.68503,1.0,112.363045,252.60052,1.0,1.5099002,252.60052,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Costa Rica Players/Images_├ôscar Duarte/├ôscar Duarte14.jpg,├ôscar duarte,182,123.08029,156.37125,1.0,148.01776,126.62657,1.0,97.18368,126.30673,1.0,186.0634,138.46048,1.0,63.614,140.37949,1.0,183.186,241.76724,1.0,70.008224,240.16806,1.0,187.02254,237.60939,1.0,62.01544,241.12758,1.0,180.94803,238.5689,1.0,76.08274,238.5689,1.0,177.11148,237.92923,1.0,72.2462,250.08296,1.0,161.76535,238.24905,1.0,71.60677,250.08296,1.0,82.79668,233.77136,1.0,70.967354,233.77136,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Germany Players/Images_Antonio R├╝diger/Antonio R├╝diger37.jpg,antonio r├╝diger,181,105.47778,48.214092,1.0,117.94033,40.534313,1.0,96.84986,40.534313,1.0,137.43304,48.854073,1.0,87.90238,49.17406,1.0,176.0989,93.65275,1.0,57.22533,96.85265,1.0,200.38492,146.7712,1.0,75.759384,159.25082,1.0,174.50114,175.57034,1.0,82.78955,164.05066,1.0,160.76039,217.16911,1.0,88.22193,215.88916,1.0,167.15144,250.12814,1.0,82.78955,250.12814,1.0,172.26427,250.12814,1.0,80.23312,164.05066,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Germany Players/Images_Armel Bella-Kotchap/Armel Bella-Kotchap19.jpg,armel bella kotchap,184,161.60323,43.488857,1.0,165.11566,39.332264,1.0,159.68736,39.332264,1.0,174.69499,39.332264,1.0,160.00668,41.890163,1.0,182.35847,60.115227,1.0,164.79634,62.033657,1.0,203.75238,68.10867,1.0,167.03152,62.673134,1.0,211.73515,86.65347,1.0,160.00668,64.27182,1.0,167.35083,132.376,1.0,146.9149,130.77731,1.0,186.19023,183.21432,1.0,125.2017,167.54718,1.0,212.05447,224.14078,1.0,102.211266,222.86183,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Germany Players/Images_Armel Bella-Kotchap/Armel Bella-Kotchap30.jpg,armel bella kotchap,184,114.54578,42.517197,1.0,115.50404,38.68141,1.0,111.35157,39.640354,1.0,116.4623,39.960007,1.0,104.00489,40.279655,1.0,119.97594,60.09788,1.0,94.10285,54.983494,1.0,128.6003,87.58768,1.0,81.64544,74.80172,1.0,119.01767,113.79887,1.0,70.785126,98.775375,1.0,111.35157,111.24168,1.0,96.65821,108.36484,1.0,97.61647,161.10689,1.0,97.61647,154.71391,1.0,86.75617,211.6114,1.0,116.14289,160.78723,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Germany Players/Images_Armel Bella-Kotchap/Armel Bella-Kotchap35.jpg,armel bella kotchap,184,137.60953,31.27757,1.0,141.44344,26.800934,1.0,129.62222,27.440453,1.0,146.8748,29.998531,1.0,117.16205,33.19613,1.0,167.32228,59.416416,1.0,102.46541,59.736176,1.0,187.13078,83.398384,1.0,71.155205,85.31694,1.0,185.53331,114.09531,1.0,55.819588,97.78757,1.0,146.8748,132.64136,1.0,111.0917,132.00185,1.0,101.82642,169.73347,1.0,101.506935,171.33226,1.0,52.94416,227.29022,1.0,137.92902,186.68074,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Germany Players/Images_Christian G├╝nter/Christian G├╝nter31.jpg,christian g├╝nter,182,112.7157,59.888184,1.0,117.833534,52.210075,1.0,110.476654,52.53,1.0,132.22743,50.290554,1.0,109.83692,53.489765,1.0,153.01863,82.28265,1.0,112.395836,86.76154,1.0,174.76941,136.98912,1.0,98.32179,128.03134,1.0,165.49333,182.09798,1.0,69.534004,162.90273,1.0,160.69537,191.05577,1.0,133.5069,189.13625,1.0,171.57076,254.40012,1.0,115.59448,245.44234,1.0,172.53035,254.40012,1.0,172.21048,254.40012,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Germany Players/Images_Christian G├╝nter/Christian G├╝nter43.jpg,christian g├╝nter,182,117.887474,28.555847,1.0,121.407455,25.039381,1.0,116.60749,25.039381,1.0,130.68742,29.195202,1.0,115.96749,28.555847,1.0,139.32738,57.966263,1.0,112.76751,58.285942,1.0,146.04735,88.016045,1.0,99.96757,85.7783,1.0,152.44731,113.59032,1.0,84.92764,105.91804,1.0,135.4874,123.82003,1.0,117.887474,124.1397,1.0,133.8874,192.2312,1.0,121.407455,188.39508,1.0,127.16744,248.17496,1.0,124.92744,248.17496,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Germany Players/Images_Christian G├╝nter/Christian G├╝nter50.jpg,christian g├╝nter,182,195.92183,38.6282,1.0,200.38689,34.149845,1.0,192.7325,34.149845,1.0,211.86845,33.51008,1.0,190.18105,35.109493,1.0,232.2801,50.78374,1.0,189.22426,58.780804,1.0,253.32964,77.973755,1.0,169.13152,85.65093,1.0,234.19371,97.4866,1.0,169.13152,110.92167,1.0,241.84808,114.44037,1.0,214.41989,115.40002,1.0,242.80487,173.93854,1.0,217.92816,163.06253,1.0,238.02089,198.88937,1.0,220.47963,220.00162,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Germany Players/Images_David Raum/David Raum25.jpg,david raum,180,138.531,49.472343,1.0,143.95932,39.554283,1.0,130.86752,41.473904,1.0,154.17728,45.953026,1.0,123.20404,51.072025,1.0,178.7643,100.02244,1.0,109.79294,106.74112,1.0,196.00714,147.05322,1.0,87.76042,178.72702,1.0,204.94786,204.00206,1.0,119.37229,160.81053,1.0,167.90768,223.19832,1.0,126.397156,230.23692,1.0,167.26907,252.3126,1.0,166.31113,252.3126,1.0,172.05875,238.87524,1.0,169.82358,238.87524,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Germany Players/Images_Jamal Musiala/Jamal Musiala34.jpg,jamal musiala,180,123.51992,62.407295,1.0,131.83295,52.493443,1.0,115.206894,51.214233,1.0,141.74464,58.56967,1.0,104.65573,56.97066,1.0,163.48642,114.53498,1.0,86.11127,116.77359,1.0,189.70445,202.80026,1.0,67.88655,190.64781,1.0,141.74464,232.22203,1.0,70.76414,227.1052,1.0,146.86035,244.05469,1.0,97.62162,241.17648,1.0,202.17398,253.32893,1.0,54.77754,253.32893,1.0,144.62224,232.22203,1.0,90.26779,235.73984,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Germany Players/Images_Jonas Hofmann/Jonas Hofmann18.jpg,jonas hofmann,184,125.397224,40.0062,1.0,130.83398,34.889397,1.0,119.00105,35.209194,1.0,139.78862,36.1686,1.0,111.00584,36.4884,1.0,161.85542,56.63582,1.0,94.05598,60.473423,1.0,183.28261,84.13865,1.0,76.7863,84.13865,1.0,201.83151,111.96127,1.0,69.430695,107.164276,1.0,157.6979,120.27609,1.0,114.84354,121.23549,1.0,180.72414,171.44414,1.0,100.45215,174.64215,1.0,178.80528,222.61218,1.0,97.57387,214.29738,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group E/Germany Players/Images_Jonas Hofmann/Jonas Hofmann34.jpg,jonas hofmann,184,144.82964,49.176662,1.0,150.58032,44.69953,1.0,141.6348,45.019325,1.0,166.55449,43.10055,1.0,138.75945,44.69953,1.0,187.0014,66.76541,1.0,132.05031,59.72991,1.0,208.40675,100.343925,1.0,117.03461,73.48111,1.0,187.95984,122.409805,1.0,93.39286,92.98863,1.0,171.66621,122.090004,1.0,134.92566,119.21185,1.0,211.6016,170.3791,1.0,117.99306,151.83098,1.0,238.75764,202.99825,1.0,99.463036,199.1607,1.0,full_body,full_body
